sim,sampled_years,value_per_share
3057,"[2018, 2023, 2023, 2023, 2025]",2767.67
3058,"[2019, 2023, 2026, 2023, 2023]",4608.27
3059,"[2026, 2023, 2019, 2023, 2023]",4959.06
3060,"[2023, 2018, 2025, 2023, 2025]",2577.89
3061,"[2019, 2019, 2023, 2024, 2023]",3940.62
3062,"[2024, 2019, 2026, 2019, 2024]",3026.82
3063,"[2023, 2026, 2024, 2025, 2018]",3418.74
3064,"[2018, 2018, 2019, 2025, 2026]",2203.77
3065,"[2024, 2018, 2018, 2018, 2024]",2741.75
3066,"[2025, 2025, 2024, 2018, 2023]",3422.89
3067,"[2018, 2018, 2025, 2018, 2019]",2460.9
3068,"[2019, 2024, 2023, 2023, 2025]",2547.63
3069,"[2026, 2026, 2026, 2024, 2024]",3955.84
3070,"[2018, 2018, 2023, 2024, 2026]",2437.8
3071,"[2024, 2018, 2019, 2024, 2026]",2327.15
3072,"[2024, 2024, 2019, 2018, 2019]",2670.69
3073,"[2024, 2023, 2018, 2023, 2023]",4309.7
3074,"[2026, 2025, 2026, 2025, 2026]",2768.59
3075,"[2024, 2024, 2025, 2025, 2018]",2654.85
3076,"[2019, 2018, 2023, 2025, 2024]",2879.1
3077,"[2025, 2026, 2018, 2026, 2018]",2975.83
3078,"[2019, 2025, 2023, 2026, 2024]",2977.51
3079,"[2024, 2019, 2023, 2025, 2018]",2878.96
3080,"[2018, 2024, 2019, 2023, 2024]",2866.08
3081,"[2019, 2019, 2026, 2024, 2024]",2973.49
3082,"[2024, 2025, 2023, 2026, 2025]",2478.36
3083,"[2018, 2019, 2025, 2018, 2018]",2539.31
3084,"[2018, 2019, 2018, 2018, 2018]",2581.64
3085,"[2025, 2025, 2023, 2026, 2025]",2327.68
3086,"[2025, 2026, 2024, 2026, 2025]",2536.07
3087,"[2026, 2023, 2026, 2018, 2024]",3863.18
3088,"[2019, 2019, 2018, 2026, 2026]",2354.03
3089,"[2019, 2025, 2018, 2019, 2023]",3492.39
3090,"[2018, 2019, 2018, 2025, 2025]",2143.61
3091,"[2023, 2025, 2023, 2026, 2025]",2778.37
3092,"[2018, 2025, 2018, 2023, 2026]",2275.03
3093,"[2024, 2019, 2023, 2023, 2026]",2638.78
3094,"[2024, 2018, 2024, 2019, 2026]",2341.86
3095,"[2026, 2019, 2024, 2026, 2026]",2808.81
3096,"[2025, 2026, 2023, 2024, 2018]",3125.24
3097,"[2019, 2023, 2025, 2025, 2018]",2835.14
3098,"[2023, 2019, 2018, 2018, 2025]",2513.43
3099,"[2019, 2026, 2024, 2025, 2026]",2565.26
3100,"[2018, 2026, 2018, 2024, 2023]",4074.11
3101,"[2025, 2024, 2024, 2019, 2018]",2613.94
3102,"[2025, 2026, 2018, 2018, 2023]",3923.17
3103,"[2024, 2018, 2018, 2024, 2023]",3692.33
3104,"[2019, 2023, 2019, 2024, 2019]",2880.27
3105,"[2019, 2024, 2025, 2018, 2026]",2258.33
3106,"[2018, 2024, 2019, 2024, 2025]",2241.51
3107,"[2019, 2025, 2019, 2024, 2023]",3535.55
3108,"[2023, 2018, 2024, 2019, 2023]",4182.34
3109,"[2024, 2019, 2018, 2024, 2026]",2332.31
3110,"[2023, 2023, 2026, 2019, 2025]",3075.17
3111,"[2018, 2025, 2023, 2019, 2019]",2667.42
3112,"[2026, 2018, 2018, 2018, 2019]",2957.09
3113,"[2018, 2019, 2023, 2024, 2024]",2930.43
3114,"[2019, 2023, 2026, 2019, 2024]",3297.48
3115,"[2018, 2018, 2024, 2023, 2019]",2673.78
3116,"[2018, 2026, 2018, 2023, 2023]",4227.95
3117,"[2025, 2019, 2018, 2018, 2025]",2105.13
3118,"[2025, 2019, 2024, 2018, 2019]",2493.64
3119,"[2018, 2019, 2018, 2025, 2026]",2208.65
3120,"[2019, 2019, 2023, 2019, 2024]",2932.73
3121,"[2026, 2024, 2024, 2025, 2024]",3245.95
3122,"[2023, 2025, 2026, 2023, 2024]",3450.77
3123,"[2019, 2018, 2024, 2019, 2019]",2575.7
3124,"[2018, 2024, 2026, 2024, 2024]",3007.97
3125,"[2024, 2025, 2018, 2024, 2023]",3611.52
3126,"[2026, 2024, 2025, 2025, 2025]",2538.26
3127,"[2025, 2023, 2019, 2018, 2018]",2818.11
3128,"[2019, 2023, 2026, 2023, 2023]",4608.27
3129,"[2026, 2026, 2019, 2026, 2026]",3134.34
3130,"[2018, 2025, 2019, 2019, 2025]",2116.27
3131,"[2026, 2025, 2026, 2019, 2026]",2803.43
3132,"[2025, 2024, 2026, 2018, 2018]",2802.59
3133,"[2025, 2025, 2023, 2019, 2026]",2297.75
3134,"[2023, 2023, 2019, 2026, 2019]",3432.98
3135,"[2023, 2019, 2018, 2025, 2026]",2562.57
3136,"[2025, 2019, 2018, 2025, 2025]",2083.09
3137,"[2023, 2019, 2018, 2018, 2019]",2921.37
3138,"[2024, 2025, 2019, 2018, 2018]",2606.27
3139,"[2018, 2024, 2019, 2018, 2023]",3644.38
3140,"[2019, 2025, 2019, 2019, 2024]",2628.84
3141,"[2024, 2026, 2023, 2025, 2018]",3260.91
3142,"[2024, 2019, 2025, 2018, 2019]",2563.24
3143,"[2019, 2024, 2024, 2025, 2023]",3694.66
3144,"[2025, 2019, 2018, 2024, 2026]",2190.4
3145,"[2025, 2019, 2018, 2026, 2023]",3627.23
3146,"[2025, 2025, 2025, 2018, 2018]",2397.41
3147,"[2018, 2024, 2026, 2024, 2018]",2911.48
3148,"[2025, 2025, 2026, 2024, 2018]",2694.57
3149,"[2023, 2019, 2024, 2018, 2023]",4201.47
3150,"[2018, 2023, 2023, 2026, 2024]",3396.07
3151,"[2019, 2025, 2018, 2019, 2018]",2534.14
3152,"[2018, 2019, 2024, 2023, 2019]",2691.23
3153,"[2025, 2024, 2023, 2019, 2024]",2884.48
3154,"[2019, 2025, 2024, 2019, 2025]",2165.01
3155,"[2018, 2023, 2018, 2019, 2024]",2986.77
3156,"[2019, 2019, 2018, 2026, 2023]",3762.7
3157,"[2026, 2024, 2025, 2025, 2025]",2538.26
3158,"[2025, 2024, 2023, 2019, 2024]",2884.48
3159,"[2023, 2026, 2019, 2019, 2024]",3523.84
3160,"[2026, 2023, 2026, 2023, 2025]",3286.88
3161,"[2026, 2019, 2023, 2026, 2023]",4809.88
3162,"[2019, 2024, 2019, 2023, 2024]",2891.02
3163,"[2026, 2023, 2018, 2023, 2023]",4936.67
3164,"[2026, 2019, 2025, 2026, 2019]",3065.47
3165,"[2018, 2026, 2024, 2019, 2025]",2498.59
3166,"[2025, 2025, 2025, 2023, 2025]",2110.32
3167,"[2023, 2018, 2023, 2019, 2025]",2723.61
3168,"[2018, 2019, 2025, 2025, 2018]",2513.93
3169,"[2018, 2019, 2019, 2019, 2024]",2683.17
3170,"[2023, 2025, 2024, 2019, 2018]",2969.32
3171,"[2024, 2026, 2025, 2025, 2019]",2871.12
3172,"[2018, 2023, 2019, 2023, 2018]",3040.34
3173,"[2026, 2018, 2023, 2018, 2019]",3220.33
3174,"[2025, 2019, 2018, 2018, 2025]",2105.13
3175,"[2023, 2018, 2024, 2026, 2024]",3278.28
3176,"[2019, 2019, 2024, 2026, 2019]",2708.69
3177,"[2019, 2026, 2018, 2026, 2026]",2662.41
3178,"[2023, 2019, 2023, 2019, 2026]",2823.79
3179,"[2018, 2019, 2025, 2026, 2019]",2592.96
3180,"[2024, 2026, 2019, 2024, 2019]",2991.82
3181,"[2018, 2024, 2025, 2018, 2018]",2591.15
3182,"[2019, 2023, 2018, 2026, 2023]",4204.57
3183,"[2026, 2026, 2026, 2023, 2018]",3978.59
3184,"[2023, 2019, 2019, 2023, 2025]",2649.2
3185,"[2019, 2026, 2024, 2025, 2018]",2973.04
3186,"[2024, 2018, 2023, 2018, 2025]",2425.03
3187,"[2026, 2024, 2023, 2025, 2026]",2899.3
3188,"[2019, 2026, 2024, 2018, 2025]",2515.47
3189,"[2025, 2025, 2024, 2024, 2024]",2590.55
3190,"[2024, 2024, 2025, 2019, 2023]",3704.08
3191,"[2024, 2019, 2023, 2023, 2025]",2561.74
3192,"[2018, 2019, 2019, 2023, 2026]",2352.22
3193,"[2026, 2026, 2019, 2026, 2018]",3638.62
3194,"[2023, 2024, 2019, 2018, 2019]",2993.61
3195,"[2025, 2024, 2023, 2024, 2018]",2814.93
3196,"[2026, 2019, 2023, 2018, 2026]",2870.74
3197,"[2019, 2023, 2023, 2019, 2018]",3174.34
3198,"[2024, 2018, 2019, 2018, 2023]",3672.31
3199,"[2026, 2024, 2023, 2025, 2026]",2899.3
3200,"[2019, 2024, 2024, 2023, 2019]",2769.98
3201,"[2024, 2023, 2024, 2025, 2019]",2938.69
3202,"[2019, 2025, 2019, 2018, 2025]",2130.3
3203,"[2025, 2024, 2026, 2023, 2023]",4057.41
3204,"[2024, 2026, 2023, 2023, 2024]",3570.02
3205,"[2026, 2026, 2024, 2026, 2026]",3180.25
3206,"[2023, 2026, 2024, 2026, 2019]",3526.85
3207,"[2023, 2026, 2026, 2019, 2023]",5144.82
3208,"[2026, 2024, 2025, 2019, 2024]",3171.25
3209,"[2023, 2023, 2025, 2023, 2025]",2900.92
3210,"[2019, 2018, 2026, 2026, 2026]",2557.07
3211,"[2026, 2023, 2024, 2025, 2024]",3558.49
3212,"[2018, 2019, 2024, 2025, 2019]",2539.55
3213,"[2019, 2024, 2026, 2023, 2018]",3051.45
3214,"[2023, 2026, 2024, 2019, 2019]",3374.49
3215,"[2026, 2023, 2018, 2023, 2025]",3005.8
3216,"[2024, 2023, 2023, 2019, 2018]",3257.14
3217,"[2026, 2023, 2024, 2024, 2018]",3514.01
3218,"[2025, 2026, 2018, 2023, 2025]",2499.13
3219,"[2018, 2026, 2025, 2026, 2019]",2935.07
3220,"[2019, 2023, 2018, 2023, 2026]",2641.93
3221,"[2018, 2026, 2024, 2026, 2018]",3118.42
3222,"[2025, 2019, 2025, 2023, 2018]",2589.61
3223,"[2019, 2026, 2025, 2023, 2026]",2627.2
3224,"[2025, 2026, 2019, 2023, 2019]",2920.43
3225,"[2018, 2024, 2018, 2019, 2024]",2726.22
3226,"[2019, 2025, 2018, 2025, 2025]",2099.34
3227,"[2024, 2023, 2024, 2018, 2019]",2968.47
3228,"[2026, 2018, 2019, 2024, 2018]",3075.61
3229,"[2025, 2026, 2019, 2023, 2025]",2509.65
3230,"[2025, 2025, 2024, 2018, 2019]",2422.02
3231,"[2023, 2024, 2024, 2023, 2026]",2824.69
3232,"[2024, 2026, 2024, 2023, 2026]",2793.34
3233,"[2018, 2025, 2019, 2019, 2023]",3477.44
3234,"[2024, 2024, 2018, 2025, 2019]",2632.67
3235,"[2024, 2019, 2026, 2026, 2018]",3062.55
3236,"[2024, 2025, 2019, 2018, 2025]",2185.85
3237,"[2018, 2024, 2025, 2023, 2019]",2651.6
3238,"[2025, 2026, 2018, 2025, 2019]",2742.5
3239,"[2023, 2023, 2026, 2019, 2024]",3791.29
3240,"[2025, 2025, 2025, 2026, 2025]",2101.98
3241,"[2026, 2019, 2019, 2023, 2025]",2696.54
3242,"[2018, 2026, 2023, 2023, 2018]",3339.02
3243,"[2023, 2018, 2023, 2025, 2025]",2690.4
3244,"[2018, 2019, 2026, 2019, 2026]",2443.26
3245,"[2025, 2024, 2019, 2019, 2026]",2226.57
3246,"[2018, 2018, 2024, 2024, 2025]",2214.24
3247,"[2018, 2019, 2026, 2024, 2019]",2782.51
3248,"[2019, 2024, 2019, 2023, 2024]",2891.02
3249,"[2023, 2025, 2025, 2024, 2018]",2889.82
3250,"[2018, 2025, 2018, 2025, 2023]",3422.36
3251,"[2025, 2025, 2026, 2019, 2018]",2673.08
3252,"[2018, 2026, 2023, 2024, 2024]",3320.24
3253,"[2018, 2018, 2023, 2024, 2025]",2366.42
3254,"[2018, 2018, 2023, 2026, 2019]",2849.99
3255,"[2018, 2019, 2019, 2018, 2026]",2241.03
3256,"[2018, 2019, 2024, 2025, 2026]",2249.75
3257,"[2018, 2026, 2019, 2023, 2025]",2581.75
3258,"[2025, 2026, 2019, 2025, 2026]",2436.74
3259,"[2025, 2025, 2026, 2025, 2018]",2640.91
3260,"[2025, 2019, 2025, 2026, 2019]",2520.56
3261,"[2025, 2024, 2026, 2023, 2024]",3038.39
3262,"[2019, 2019, 2019, 2019, 2018]",2620.14
3263,"[2025, 2018, 2023, 2024, 2026]",2369.5
3264,"[2018, 2018, 2024, 2023, 2026]",2370.86
3265,"[2018, 2026, 2025, 2023, 2019]",2941.46
3266,"[2023, 2023, 2018, 2024, 2018]",3381.07
3267,"[2018, 2023, 2025, 2019, 2025]",2386.46
3268,"[2026, 2024, 2026, 2026, 2023]",4952.08
3269,"[2024, 2026, 2024, 2018, 2025]",2581.07
3270,"[2018, 2023, 2018, 2019, 2025]",2427.11
3271,"[2025, 2025, 2019, 2023, 2018]",2568.15
3272,"[2024, 2025, 2026, 2025, 2023]",3886.15
3273,"[2025, 2023, 2025, 2024, 2025]",2338.22
3274,"[2019, 2026, 2019, 2026, 2018]",3100.76
3275,"[2018, 2019, 2024, 2018, 2025]",2206.53
3276,"[2025, 2025, 2024, 2025, 2023]",3391.02
3277,"[2024, 2019, 2026, 2024, 2018]",2953.12
3278,"[2026, 2019, 2018, 2025, 2019]",2946.28
3279,"[2025, 2025, 2019, 2018, 2023]",3374.42
3280,"[2018, 2023, 2019, 2019, 2019]",2832.91
3281,"[2026, 2024, 2024, 2026, 2019]",3241.03
3282,"[2024, 2019, 2019, 2018, 2019]",2617.22
3283,"[2023, 2023, 2025, 2023, 2018]",3454.34
3284,"[2019, 2024, 2024, 2023, 2018]",2839.56
3285,"[2024, 2023, 2024, 2026, 2024]",3291.42
3286,"[2026, 2018, 2018, 2025, 2018]",3001.67
3287,"[2026, 2019, 2024, 2018, 2019]",3032.52
3288,"[2024, 2024, 2025, 2023, 2025]",2361.13
3289,"[2018, 2018, 2023, 2024, 2025]",2366.42
3290,"[2023, 2019, 2018, 2025, 2023]",4085.32
3291,"[2025, 2026, 2024, 2025, 2019]",2794.28
3292,"[2018, 2019, 2025, 2018, 2023]",3499.21
3293,"[2023, 2025, 2025, 2025, 2018]",2832.79
3294,"[2023, 2018, 2018, 2025, 2023]",4058.1
3295,"[2019, 2018, 2024, 2019, 2019]",2575.7
3296,"[2023, 2024, 2018, 2026, 2019]",3120.33
3297,"[2025, 2018, 2023, 2018, 2018]",2713.65
3298,"[2025, 2026, 2023, 2023, 2018]",3246.9
3299,"[2026, 2025, 2018, 2025, 2024]",3031.44
3300,"[2023, 2019, 2025, 2024, 2018]",2975.06
3301,"[2023, 2023, 2019, 2026, 2026]",3040.39
3302,"[2025, 2023, 2018, 2026, 2026]",2537.16
3303,"[2018, 2025, 2024, 2025, 2019]",2466.7
3304,"[2024, 2023, 2024, 2023, 2025]",2680.65
3305,"[2026, 2019, 2023, 2024, 2026]",2899.3
3306,"[2026, 2023, 2026, 2023, 2024]",4054.36
3307,"[2019, 2018, 2018, 2023, 2024]",2802.53
3308,"[2026, 2024, 2024, 2019, 2024]",3285.17
3309,"[2026, 2026, 2018, 2018, 2024]",3573.12
3310,"[2025, 2023, 2026, 2024, 2023]",4281.14
3311,"[2026, 2026, 2023, 2023, 2023]",5458.33
3312,"[2019, 2024, 2023, 2026, 2018]",3027.6
3313,"[2026, 2024, 2023, 2024, 2019]",3341.2
3314,"[2019, 2023, 2019, 2018, 2019]",2852.02
3315,"[2018, 2019, 2018, 2026, 2018]",2702.94
3316,"[2024, 2024, 2026, 2019, 2024]",3088.65
3317,"[2026, 2024, 2026, 2018, 2026]",2941.0
3318,"[2018, 2026, 2018, 2024, 2026]",2548.01
3319,"[2018, 2025, 2024, 2026, 2024]",2763.41
3320,"[2025, 2023, 2018, 2023, 2025]",2471.81
3321,"[2026, 2019, 2018, 2019, 2018]",3057.98
3322,"[2019, 2019, 2019, 2026, 2018]",2738.09
3323,"[2023, 2019, 2026, 2019, 2025]",2750.43
3324,"[2018, 2024, 2024, 2025, 2023]",3662.27
3325,"[2023, 2018, 2025, 2026, 2018]",3064.43
3326,"[2026, 2019, 2019, 2024, 2018]",3095.78
3327,"[2018, 2025, 2019, 2024, 2024]",2627.04
3328,"[2018, 2025, 2019, 2025, 2025]",2090.3
3329,"[2019, 2024, 2026, 2026, 2018]",3045.66
3330,"[2025, 2018, 2019, 2024, 2019]",2466.61
3331,"[2019, 2023, 2025, 2023, 2025]",2522.09
3332,"[2025, 2023, 2023, 2025, 2026]",2613.61
3333,"[2025, 2019, 2018, 2018, 2018]",2509.54
3334,"[2018, 2018, 2024, 2019, 2019]",2553.69
3335,"[2018, 2023, 2018, 2025, 2018]",2857.55
3336,"[2026, 2019, 2019, 2026, 2019]",3130.32
3337,"[2019, 2026, 2026, 2024, 2026]",2811.03
3338,"[2023, 2019, 2026, 2019, 2018]",3283.36
3339,"[2018, 2023, 2018, 2024, 2025]",2446.6
3340,"[2026, 2018, 2025, 2026, 2019]",3045.53
3341,"[2019, 2026, 2018, 2026, 2026]",2662.41
3342,"[2023, 2023, 2026, 2019, 2023]",5064.21
3343,"[2026, 2025, 2018, 2018, 2026]",2558.37
3344,"[2026, 2019, 2019, 2025, 2023]",4192.07
3345,"[2026, 2023, 2023, 2019, 2024]",3848.32
3346,"[2019, 2026, 2023, 2024, 2019]",3162.09
3347,"[2018, 2026, 2023, 2024, 2018]",3214.06
3348,"[2018, 2019, 2018, 2019, 2025]",2170.18
3349,"[2025, 2023, 2019, 2019, 2023]",3889.86
3350,"[2018, 2026, 2023, 2026, 2025]",2789.76
3351,"[2018, 2018, 2018, 2019, 2018]",2569.98
3352,"[2023, 2026, 2019, 2024, 2019]",3352.98
3353,"[2018, 2026, 2023, 2024, 2024]",3320.24
3354,"[2026, 2019, 2018, 2023, 2024]",3308.2
3355,"[2024, 2024, 2025, 2026, 2026]",2423.78
3356,"[2019, 2019, 2018, 2026, 2025]",2284.3
3357,"[2026, 2019, 2026, 2025, 2024]",3418.84
3358,"[2018, 2025, 2026, 2025, 2024]",2806.91
3359,"[2023, 2018, 2019, 2018, 2026]",2583.66
3360,"[2024, 2026, 2026, 2024, 2026]",2884.35
3361,"[2025, 2023, 2025, 2024, 2025]",2338.22
3362,"[2024, 2019, 2023, 2019, 2024]",3009.23
3363,"[2026, 2018, 2019, 2026, 2019]",3109.9
3364,"[2019, 2018, 2019, 2024, 2026]",2268.01
3365,"[2024, 2023, 2025, 2026, 2024]",3178.44
3366,"[2019, 2019, 2025, 2018, 2023]",3530.07
3367,"[2019, 2023, 2025, 2026, 2018]",2998.4
3368,"[2023, 2026, 2019, 2023, 2023]",4925.26
3369,"[2025, 2018, 2026, 2026, 2025]",2390.64
3370,"[2018, 2024, 2024, 2024, 2025]",2273.82
3371,"[2025, 2025, 2018, 2019, 2023]",3366.51
3372,"[2025, 2025, 2019, 2025, 2024]",2503.48
3373,"[2025, 2018, 2018, 2018, 2025]",2091.85
3374,"[2023, 2024, 2018, 2025, 2018]",3025.51
3375,"[2026, 2018, 2026, 2018, 2023]",4592.09
3376,"[2025, 2023, 2023, 2026, 2023]",4408.68
3377,"[2018, 2025, 2026, 2023, 2025]",2413.92
3378,"[2018, 2025, 2025, 2024, 2024]",2573.07
3379,"[2018, 2018, 2026, 2019, 2025]",2355.6
3380,"[2026, 2019, 2024, 2019, 2026]",2689.52
3381,"[2018, 2025, 2025, 2026, 2025]",2163.01
3382,"[2025, 2026, 2024, 2018, 2025]",2424.23
3383,"[2024, 2026, 2023, 2023, 2018]",3456.25
3384,"[2023, 2019, 2023, 2026, 2018]",3411.8
3385,"[2025, 2025, 2025, 2025, 2025]",1988.73
3386,"[2023, 2023, 2026, 2025, 2019]",3536.06
3387,"[2019, 2024, 2026, 2025, 2025]",2409.66
3388,"[2018, 2019, 2023, 2025, 2025]",2333.8
3389,"[2023, 2025, 2026, 2024, 2019]",3135.45
3390,"[2026, 2024, 2024, 2018, 2019]",3094.93
3391,"[2025, 2019, 2025, 2019, 2025]",2073.49
3392,"[2025, 2023, 2018, 2025, 2018]",2778.16
3393,"[2025, 2026, 2024, 2019, 2018]",2900.44
3394,"[2019, 2026, 2018, 2024, 2019]",2903.29
3395,"[2019, 2026, 2023, 2026, 2018]",3362.01
3396,"[2025, 2026, 2024, 2018, 2024]",2990.78
3397,"[2019, 2026, 2026, 2025, 2023]",4424.53
3398,"[2018, 2026, 2025, 2018, 2018]",2873.84
3399,"[2018, 2024, 2018, 2026, 2023]",3805.82
3400,"[2018, 2018, 2026, 2024, 2026]",2447.29
3401,"[2024, 2026, 2026, 2026, 2023]",4810.4
3402,"[2026, 2026, 2025, 2024, 2023]",4753.42
3403,"[2023, 2026, 2019, 2025, 2026]",2908.21
3404,"[2018, 2023, 2025, 2026, 2019]",2898.92
3405,"[2025, 2023, 2025, 2023, 2023]",3985.34
3406,"[2024, 2025, 2024, 2026, 2018]",2768.33
3407,"[2023, 2018, 2023, 2024, 2026]",2828.16
3408,"[2019, 2023, 2026, 2019, 2018]",3191.77
3409,"[2025, 2019, 2023, 2023, 2024]",2958.83
3410,"[2023, 2024, 2023, 2025, 2023]",4534.23
3411,"[2023, 2019, 2019, 2018, 2025]",2523.77
3412,"[2018, 2025, 2025, 2026, 2025]",2163.01
3413,"[2019, 2018, 2025, 2024, 2018]",2569.96
3414,"[2026, 2026, 2026, 2018, 2025]",3165.01
3415,"[2019, 2026, 2026, 2023, 2024]",3501.38
3416,"[2024, 2025, 2026, 2018, 2026]",2451.26
3417,"[2024, 2024, 2019, 2018, 2018]",2738.06
3418,"[2023, 2019, 2024, 2024, 2019]",3005.43
3419,"[2018, 2023, 2023, 2026, 2024]",3396.07
3420,"[2019, 2026, 2024, 2024, 2026]",2618.32
3421,"[2018, 2024, 2024, 2024, 2026]",2342.67
3422,"[2024, 2025, 2024, 2024, 2024]",2758.01
3423,"[2025, 2024, 2019, 2019, 2025]",2160.97
3424,"[2019, 2018, 2024, 2023, 2025]",2321.21
3425,"[2023, 2026, 2018, 2024, 2025]",2868.34
3426,"[2026, 2023, 2018, 2018, 2019]",3330.7
3427,"[2023, 2024, 2025, 2024, 2026]",2623.77
3428,"[2019, 2026, 2023, 2019, 2024]",3322.9
3429,"[2023, 2018, 2024, 2023, 2019]",3101.67
3430,"[2025, 2026, 2023, 2018, 2018]",3094.35
3431,"[2023, 2018, 2025, 2026, 2023]",4228.89
3432,"[2025, 2023, 2019, 2024, 2024]",2939.58
3433,"[2026, 2025, 2024, 2025, 2024]",3088.74
3434,"[2023, 2025, 2023, 2024, 2025]",2683.7
3435,"[2024, 2018, 2019, 2018, 2024]",2753.53
3436,"[2026, 2026, 2025, 2024, 2026]",2960.72
3437,"[2026, 2025, 2026, 2023, 2025]",2852.1
3438,"[2026, 2026, 2024, 2019, 2023]",4884.41
3439,"[2018, 2023, 2025, 2023, 2024]",3075.52
3440,"[2018, 2024, 2025, 2025, 2024]",2649.89
3441,"[2024, 2018, 2024, 2026, 2023]",3907.53
3442,"[2023, 2026, 2018, 2026, 2023]",4908.21
3443,"[2023, 2025, 2024, 2024, 2023]",4122.93
3444,"[2023, 2024, 2024, 2025, 2019]",3006.18
3445,"[2025, 2023, 2018, 2026, 2026]",2537.16
3446,"[2019, 2026, 2023, 2025, 2019]",3099.24
3447,"[2025, 2023, 2019, 2024, 2019]",2776.1
3448,"[2024, 2018, 2024, 2023, 2018]",2836.72
3449,"[2018, 2018, 2026, 2019, 2019]",2742.38
3450,"[2019, 2025, 2024, 2024, 2026]",2248.69
3451,"[2024, 2024, 2024, 2018, 2024]",2868.82
3452,"[2025, 2019, 2024, 2019, 2023]",3530.62
3453,"[2024, 2024, 2024, 2024, 2019]",2736.03
3454,"[2025, 2025, 2023, 2019, 2026]",2297.75
3455,"[2025, 2026, 2018, 2018, 2025]",2379.48
3456,"[2018, 2025, 2019, 2026, 2023]",3640.21
3457,"[2026, 2023, 2018, 2019, 2019]",3337.17
3458,"[2025, 2018, 2023, 2018, 2025]",2277.55
3459,"[2023, 2019, 2024, 2023, 2018]",3200.2
3460,"[2026, 2018, 2019, 2019, 2026]",2634.02
3461,"[2019, 2026, 2025, 2023, 2026]",2627.2
3462,"[2019, 2026, 2025, 2026, 2024]",3138.08
3463,"[2018, 2018, 2018, 2023, 2025]",2259.51
3464,"[2019, 2025, 2019, 2023, 2019]",2599.31
3465,"[2023, 2019, 2018, 2018, 2025]",2513.43
3466,"[2025, 2018, 2019, 2023, 2025]",2205.07
3467,"[2025, 2026, 2025, 2026, 2019]",2853.63
3468,"[2023, 2019, 2026, 2025, 2025]",2716.43
3469,"[2018, 2019, 2025, 2018, 2019]",2476.8
3470,"[2019, 2024, 2019, 2024, 2026]",2329.12
3471,"[2026, 2024, 2019, 2025, 2024]",3199.59
3472,"[2025, 2023, 2025, 2018, 2026]",2385.48
3473,"[2023, 2025, 2019, 2024, 2026]",2550.24
3474,"[2023, 2026, 2024, 2026, 2019]",3526.85
3475,"[2019, 2018, 2019, 2026, 2019]",2652.97
3476,"[2025, 2019, 2026, 2018, 2018]",2746.45
3477,"[2025, 2019, 2023, 2023, 2018]",2865.13
3478,"[2019, 2019, 2018, 2026, 2024]",2816.57
3479,"[2023, 2018, 2018, 2018, 2018]",2975.57
3480,"[2018, 2018, 2025, 2026, 2026]",2280.72
3481,"[2019, 2023, 2018, 2019, 2018]",2917.07
3482,"[2026, 2024, 2018, 2024, 2025]",2635.65
3483,"[2025, 2023, 2018, 2023, 2019]",2871.43
3484,"[2019, 2024, 2019, 2026, 2023]",3856.91
3485,"[2019, 2019, 2019, 2024, 2023]",3638.96
3486,"[2023, 2025, 2026, 2023, 2025]",2800.49
3487,"[2024, 2023, 2026, 2018, 2019]",3187.68
3488,"[2018, 2023, 2019, 2018, 2024]",2993.68
3489,"[2025, 2019, 2023, 2019, 2024]",2826.7
3490,"[2023, 2024, 2024, 2018, 2019]",3036.64
3491,"[2023, 2019, 2026, 2025, 2024]",3351.65
3492,"[2024, 2018, 2023, 2026, 2024]",3124.27
3493,"[2019, 2019, 2023, 2024, 2023]",3940.62
3494,"[2024, 2018, 2024, 2023, 2026]",2453.51
3495,"[2023, 2019, 2019, 2024, 2018]",3037.47
3496,"[2018, 2024, 2019, 2019, 2019]",2585.54
3497,"[2018, 2019, 2026, 2018, 2019]",2754.96
3498,"[2026, 2025, 2018, 2026, 2026]",2676.91
3499,"[2026, 2025, 2023, 2025, 2024]",3301.43
3500,"[2024, 2023, 2023, 2019, 2024]",3363.87
3501,"[2019, 2024, 2019, 2023, 2019]",2730.68
3502,"[2019, 2018, 2025, 2024, 2026]",2220.92
3503,"[2018, 2024, 2026, 2026, 2025]",2525.93
3504,"[2023, 2023, 2026, 2018, 2018]",3662.71
3505,"[2023, 2025, 2024, 2025, 2026]",2535.08
3506,"[2026, 2018, 2026, 2018, 2018]",3320.04
3507,"[2023, 2023, 2019, 2023, 2024]",3641.71
3508,"[2019, 2024, 2018, 2024, 2024]",2771.68
3509,"[2025, 2018, 2025, 2025, 2023]",3348.69
3510,"[2019, 2019, 2018, 2025, 2026]",2227.43
3511,"[2024, 2024, 2018, 2024, 2023]",3793.09
3512,"[2019, 2024, 2019, 2025, 2023]",3642.4
3513,"[2024, 2026, 2024, 2023, 2025]",2710.83
3514,"[2026, 2024, 2023, 2018, 2019]",3308.24
3515,"[2024, 2024, 2024, 2025, 2024]",2840.39
3516,"[2023, 2018, 2024, 2026, 2023]",4377.71
3517,"[2019, 2019, 2019, 2024, 2026]",2282.49
3518,"[2025, 2023, 2023, 2018, 2024]",3153.86
3519,"[2023, 2018, 2019, 2026, 2023]",4315.92
3520,"[2019, 2023, 2024, 2024, 2024]",3093.56
3521,"[2019, 2025, 2024, 2026, 2024]",2787.39
3522,"[2024, 2023, 2024, 2023, 2018]",3192.1
